Name,Ratings,Details,Price
"Vivo NEX (Black, 128 GB)",4.1,"8 GB RAM | 128 GB ROM |
16.74 cm (6.59 inch) Full HD+ Display
12MP + 5MP | 8MP Front Camera
4000 mAh Battery
Qualcomm Snapdragon 845 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹39,990"
Kechaoda K115,4.2,"256 MB RAM | 50 MB ROM |
3.66 cm (1.44 inch) Display
0.3MP Rear Camera
850 mAh Battery
6 Months
",₹820
"Huawei Y9 Prime 2019 (Sapphire Blue, 128 GB)",4.3,"4 GB RAM | 128 GB ROM |
16.74 cm (6.59 inch) Full HD+ Display
16MP + 8MP + 2MP | 16MP Front Camera
4000 mAh Battery
HiSilicon Kirin 710F AI Chipset with Dual-NPU Processor
Brand Warranty of 1 Year Available for Mobile, 6 Months for Battery and 3 Months on Accessories (Data Cable)
","₹15,990"
Micromax X749,4.2,"32 MB RAM | 32 MB ROM |
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1750 mAh Battery
1 Year Product and 6 Month Accessories
","₹1,069"
"Redmi Note 8 Pro (Shadow Black, 128 GB)",4.4,"8 GB RAM | 128 GB ROM | Expandable Upto 128 GB
16.59 cm (6.53 inch) Full HD+ Display
64MP + 8MP
4500 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
","₹18,699"
"Samsung Galaxy A50 (Blue, 64 GB)",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB
16.26 cm (6.4 inch) Full HD+ Display
25MP + 5MP + 8MP | 25MP Front Camera
4000 mAh Lithium-ion Battery
Exynos 9610 Processor
Super AMOLED Display
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹14,999"
"Redmi K20 Pro (Glacier Blue, 256 GB)",4.6,"8 GB RAM | 256 GB ROM |
16.23 cm (6.39 inch) Full HD+ Display
48MP + 13MP + 8MP | 20MP Front Camera
4000 mAh Li-polymer Battery
Qualcomm Snapdragon 855 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹27,999"
Lava 34 Plus,4.3,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) QVGA Display
1.3MP Rear Camera
2500 mAh Battery
Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
","₹1,399"
"OPPO Reno2 F (Sky White, 128 GB)",4.5,"8 GB RAM | 128 GB ROM |
16.51 cm (6.5 inch) Display
48MP + 8MP + 2MP + 2MP | 16MP Front Camera
4000 mAh Battery
MTK MT6771V(P70) 64bit Processor
Brand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories
","₹21,990"
"Apple iPhone XR (Blue, 128 GB)",4.6,"128 GB ROM |
15.49 cm (6.1 inch) Display
12MP Rear Camera | 7MP Front Camera
A12 Bionic Chip Processor
iOS 13 Compatible
Brand Warranty of 1 Year
","₹54,900"
