Name,Ratings,Details,Price
"Realme U1 (Brave Blue, 64 GB)",4.4,"4 GB RAM | 64 GB ROM |
16.0 cm (6.3 inch) Display
13MP Rear Camera
3500 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
","₹9,989"
"Realme U1 (Ambitious Black, 64 GB)",4.4,"4 GB RAM | 64 GB ROM |
16.0 cm (6.3 inch) Display
13MP Rear Camera
3500 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
","₹9,899"
"Realme U1 (Fiery Gold, 64 GB)",4.4,"4 GB RAM | 64 GB ROM |
16.0 cm (6.3 inch) Display
13MP Rear Camera
3500 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
","₹10,990"
Micromax X749,4.2,"32 MB RAM | 32 MB ROM |
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1750 mAh Battery
1 Year Product and 6 Month Accessories
","₹1,069"
"Micromax Smarty 4.0 (White, 2 GB)",4.3,"512 MB RAM | 2 GB ROM | Expandable Upto 32 GB
10.16 cm (4 inch) WVGA Display
5MP Rear Camera
1600 mAh Li-Ion Battery
1 Year for Mobile & 6 Months for Accessories
","₹6,599"
"Micromax Superfone Ninja2 A56 (Blue, 150 MB)",4,"256 MB RAM | 150 MB ROM | Expandable Upto 32 GB
8.89 cm (3.5 inch) HVGA Display
3MP Rear Camera
1400 mAh Li-Ion Battery
Qualcomm Scorpion Processor
1 Year for Mobile & 6 Months for Accessories
","₹6,199"
"OPPO F5 Youth (Gold, 32 GB)",4.3,"3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
15.24 cm (6 inch) Full HD+ Display
13MP Rear Camera | 16MP Front Camera
3200 mAh Battery
MT6763T Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹5,990"
"Lenovo Vibe K5 Note (Grey, 64 GB)",4.1,"4 GB RAM | 64 GB ROM | Expandable Upto 128 GB
13.97 cm (5.5 inch) Full HD Display
13MP Rear Camera | 8MP Front Camera
3500 mAh Li-Ion Polymer Battery
Mediatek Helio P10 64-bit Octa Core 1.8GHz Processor
Brand Warranty of 1 Year
","₹13,499"
"Realme 2 Pro (Ice Lake, 64 GB)",4.5,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.0 cm (6.3 inch) Full HD+ Display
16MP + 2MP | 16MP Front Camera
3500 mAh Li-ion Battery
Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹8,999"
"Honor 8C (Blue, 64 GB)",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
15.9 cm (6.26 inch) HD+ Display
13MP + 2MP | 8MP Front Camera
4000 mAh Battery
Qualcomm Snapdragon 632 Processor
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries and 3 months for Data/USB cable from the date of purchase
","₹7,999"
"Honor 8C (Black, 64 GB)",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
15.9 cm (6.26 inch) HD+ Display
13MP + 2MP | 8MP Front Camera
4000 mAh Battery
Qualcomm Snapdragon 632 Processor
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries and 3 months for Data/USB cable from the date of purchase
","₹7,999"
"Apple iPhone 11 Pro Max (Gold, 512 GB)",4.7,"512 GB ROM |
16.51 cm (6.5 inch) Super Retina XDR Display
12MP + 12MP + 12MP | 12MP Front Camera
A13 Bionic Chip Processor
Brand Warranty for 1 Year
","₹1,41,900"
"Samsung Galaxy Note10 Lite (Aura Red, 128 GB)",4.2,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.02 cm (6.7 inch) Full HD+ Display
12MP + 12MP + 12MP | 32MP Front Camera
4500 mAh Lithium-ion Battery
Exynos 9810 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹38,999"
"Realme C1 (Navy Blue, 32 GB)",4.4,"2 GB RAM | 32 GB ROM | Expandable Upto 256 GB
15.75 cm (6.2 inch) HD+ Display
13MP + 2MP | 5MP Front Camera
4230 mAh Li-ion Battery
Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor
Face Unlock
2019 Edition
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹7,499"
"Redmi 6A (Black, 32 GB)",4.3,"2 GB RAM | 32 GB ROM | Expandable Upto 128 GB
13.84 cm (5.45 inch) HD Display
13MP Rear Camera
3000 mAh Battery
Mediateck Processor
1 Year Manufacturer Warranty
","₹5,345"
Lava Gem Wave,4.2,"32 MB RAM | 512 MB ROM | Expandable Upto 32 GB
7.11 cm (2.8 inch) QVGA Display
1.3MP Rear Camera
1750 mAh Li-Ion Battery
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹1,410"
"POCO F1 (Steel Blue, 64 GB)",4.5,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB
15.7 cm (6.18 inch) Full HD+ Display
12MP + 5MP | 20MP Front Camera
4000 mAh Li-polymer Battery
Qualcomm Snapdragon 845 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹14,999"
"XOLO ZX (Electric Blue, 128 GB)",4.2,"6 GB RAM | 128 GB ROM | Expandable Upto 256 GB
15.8 cm (6.22 inch) HD+ Display
13MP + 5MP | 16MP Front Camera
3260 mAh Li-Polymer Battery Battery
MTK Helio P22 Processor
AI Powered Battery with 1.5 Day Backup, Smart AI Gaming Mode
Brand Warranty of 1 Year Available for Mobile
","₹10,599"
"Asus ZenFone Max M1 (Gold, 32 GB)",4.1,"3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
13.84 cm (5.45 inch) HD+ Display
13MP Rear Camera | 8MP Front Camera
4000 mAh Battery
Qualcomm Snapdragon 430 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹5,999"
"Realme X2 Pro (Red Brick, 256 GB)",4.6,"12 GB RAM | 256 GB ROM |
16.51 cm (6.5 inch) Full HD+ Display
64MP + 13MP + 8MP + 2MP | 16MP Front Camera
4000 mAh Battery
Qualcomm Snapdragon 855 Plus Processor
90 Hz Ultra Smooth Display
50W Super Vooc Flash Charge
20X Hybrid Zoom
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹34,999"
"Realme X2 Pro (Concrete, 256 GB)",4.6,"12 GB RAM | 256 GB ROM |
16.51 cm (6.5 inch) Full HD+ Display
64MP + 13MP + 8MP + 2MP | 16MP Front Camera
4000 mAh Battery
Qualcomm Snapdragon 855 Plus Processor
90 Hz Ultra Smooth Display
50W Super Vooc Flash Charge
20X Hybrid Zoom
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹34,999"
"Redmi Y3 (Bold Red, 32 GB)",4.3,"3 GB RAM | 32 GB ROM | Expandable Upto 512 GB
15.9 cm (6.26 inch) HD+ Display
12MP + 2MP | 32MP Front Camera
4000 mAh Battery
Qualcomm Snapdragon 632 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
","₹8,252"
