Name,Ratings,Details,Price
"Lava Z41 (Amber Red, 16 GB)",4,"1 GB RAM | 16 GB ROM | Expandable Upto 128 GB
12.7 cm (5 inch) Display
5MP Rear Camera | 2MP Front Camera
2500 mAh Li-ion Battery
UniSoC SC9832E Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
","₹3,899"
"Infinix Smart 2 (Sandstone Black, 32 GB)",4,"3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
13.84 cm (5.45 inch) HD+ Display
13MP Rear Camera | 8MP Front Camera
3050 mAh Li-ion Polymer Battery
MTK6739 64 bit Quad Core Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹4,499"
Nokia 110,4.1,"4 MB RAM | 4 MB ROM | Expandable Upto 32 MB
4.5 cm (1.77 inch) QVGA Display
1MP Rear Camera
800 mAh Battery
Brand Warranty of 1 Year Available for Mobile
","₹1,685"
Micromax X749,4.2,"32 MB RAM | 32 MB ROM |
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1750 mAh Battery
1 Year Product and 6 Month Accessories
","₹1,069"
"Samsung Galaxy M30s (Blue, 64 GB)",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB
16.26 cm (6.4 inch) Full HD Display
48MP Rear Camera | 16MP Front Camera
6000 mAh Battery
Exynos 9611 Processor
1 Year Manufacturer Warranty
","₹13,990"
"Redmi 7 (Comet Blue, 32 GB)",4.3,"2 GB RAM | 32 GB ROM |
15.9 cm (6.26 inch) Display
12MP Rear Camera
4000 mAh Battery
12 Months
","₹7,995"
"OPPO K1 (Piano Black, 64 GB)",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.28 cm (6.41 inch) Display
16MP + 2MP | 25MP Front Camera
3600 mAh Battery
Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor
AMOLED Display
In-display Fingerprint Sensor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹13,990"
"Vivo U10 (Thunder Black, 64 GB)",4.4,"3 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.13 cm (6.35 inch) HD+ Display
13MP + 8MP + 2MP | 8MP Front Camera
5000 mAh Li-ion Battery
Qualcomm Snapdragon 665 AIE Processor
18 W Fast Charging
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹9,490"
"OPPO K1 (Astral Blue, 64 GB)",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.28 cm (6.41 inch) Display
16MP + 2MP | 25MP Front Camera
3600 mAh Battery
Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor
AMOLED Display
In-display Fingerprint Sensor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹13,990"
Intex Eco 105x,4,"31 MB RAM | 30 MB ROM |
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
1050 mAh Battery
1 Years
",₹749
"POCO X2 (Matrix Purple, 64 GB)",4.6,"6 GB RAM | 64 GB ROM | Expandable Upto 512 GB
16.94 cm (6.67 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera
4500 mAh Lithium-ion Polymer Battery
Qualcomm Snapdragon 730G Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹15,999"
