Name,Ratings,Details,Price
"Vivo V9 Pro (Black, 64 GB)",4.3,"6 GB RAM | 64 GB ROM |
16.0 cm (6.3 inch) Full HD+ Display
13MP + 2MP | 16MP Front Camera
3260 mAh Battery
Qualcomm Snapdragon 660AIE 1.95 GHz Octa-core Processor
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
","₹15,700"
Micromax X749,4.2,"32 MB RAM | 32 MB ROM |
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1750 mAh Battery
1 Year Product and 6 Month Accessories
","₹1,069"
"Vivo Y71 (Matte Black, 32 GB)",4.3,"4 GB RAM | 32 GB ROM | Expandable Upto 256 GB
15.24 cm (6 inch) HD+ Display
13MP Rear Camera | 5MP Front Camera
3360 mAh Li-ion Battery
Qualcomm Snapdragon 425 Processor
Brand Warranty of 1 Year Available for Mobile
","₹10,299"
"Samsung Galaxy S10 Plus (Prism Blue, 128 GB)",4.6,"8 GB RAM | 128 GB ROM | Expandable Upto 512 GB
16.26 cm (6.4 inch) Quad HD+ Display
16MP + 12MP | 10MP + 8MP Dual Front Camera
4100 mAh Lithium-ion Battery
Exynos 9 9820 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹70,000"
"Apple iPhone X (Silver, 256 GB)",4.6,"256 GB ROM |
14.73 cm (5.8 inch) Super Retina HD Display
12MP + 12MP | 7MP Front Camera
A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor
Brand Warranty of 1 Year
","₹84,999"
"Itel S42 (Black, 16 GB)",4,"3 GB RAM | 16 GB ROM |
14.35 cm (5.65 inch) Display
13MP Rear Camera
3000 mAh Battery
1 year warranty provided by the manufacturer from date of purchase
","₹6,434"
"Itel S42 (Rose Gold, 16 GB)",4,"3 GB RAM | 16 GB ROM |
14.35 cm (5.65 inch) Display
13MP Rear Camera
3000 mAh Battery
1 Year Warranty
","₹6,434"
"Samsung Galaxy S8 Plus (Midnight Black, 128 GB)",4.6,"6 GB RAM | 128 GB ROM | Expandable Upto 256 GB
15.75 cm (6.2 inch) Quad HD+ Display
12MP Rear Camera | 8MP Front Camera
3500 mAh Battery
Exynos 8895 Octa Core 2.3GHz Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹39,990"
"Nokia 5 (Matte Black, 16 GB)",4.1,"3 GB RAM | 16 GB ROM | Expandable Upto 128 GB
13.21 cm (5.2 inch) HD Display
13MP Rear Camera | 8MP Front Camera
3000 mAh Battery
Qualcomm Snapdragon 430 64-bit Octa Core 1.4 GHz Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹10,999"
"Itel A42 Plus (Phantomblack, 16 GB)",4.3,"2 GB RAM | 16 GB ROM |
12.7 cm (5 inch) Display
8MP Rear Camera | 5MP Front Camera
2700 mAh Battery
1 year manufacturer warranty
","₹5,540"
