Name,Ratings,Details,Price
Cellecor Zoom,4.3,"32 MB RAM | 32 MB ROM |
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
1000 mAh Battery
1 Year Manufacturer Warranty
",₹760
"Honor 10 Lite (Sapphire Blue, 64 GB)",4.4,"6 GB RAM | 64 GB ROM | Expandable Upto 512 GB
15.77 cm (6.21 inch) Full HD+ Display
13MP + 2MP | 24MP Front Camera
3400 mAh Lithium Polymer Battery
Kirin 710 2.2GHz Octa Core Processor
Brand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable
","₹11,499"
"Honor 10 Lite (Sky Blue, 64 GB)",4.4,"6 GB RAM | 64 GB ROM | Expandable Upto 512 GB
15.77 cm (6.21 inch) Full HD+ Display
13MP + 2MP | 24MP Front Camera
3400 mAh Lithium Polymer Battery
Kirin 710 2.2GHz Octa Core Processor
Brand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable
","₹11,499"
"Samsung Galaxy A9 (Lemonade Blue, 128 GB)",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB
16.0 cm (6.3 inch) Full HD+ Display
24MP + 5MP + 10MP + 8MP | 24MP Front Camera
3800 mAh Lithium-ion Battery
Qualcomm Snapdragon 660 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹36,000"
"Redmi Y3 (Elegant Blue, 64 GB)",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB
15.9 cm (6.26 inch) HD+ Display
12MP + 2MP | 32MP Front Camera
4000 mAh Battery
Qualcomm Snapdragon 632 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
","₹9,699"
"Samsung Galaxy On Nxt (Black, 64 GB)",4.3,"3 GB RAM | 64 GB ROM | Expandable Upto 256 GB
13.97 cm (5.5 inch) Full HD Display
13MP Rear Camera | 8MP Front Camera
3300 mAh Li-Ion Battery
Exynos 7870 Octa Core 1.6GHz Processor
Brand Warranty of 1 Year
","₹10,990"
"Redmi 7A (Matte Blue, 16 GB)",4.3,"2 GB RAM | 16 GB ROM | Expandable Upto 256 GB
13.84 cm (5.45 inch) HD+ Display
12MP Rear Camera | 5MP Front Camera
4000 mAh Li-Polymer Battery
Qualcomm Snapdragon 439 Processor
Brand Warranty of 2 Years Available for Mobile and 6 Months for Accessories
","₹5,999"
"Realme C2 (Diamond Black, 16 GB)",4.4,"2 GB RAM | 16 GB ROM | Expandable Upto 256 GB
15.49 cm (6.1 inch) HD+ Display
13MP + 2MP | 5MP Front Camera
4000 mAh Battery
MediaTek P22 Octa Core 2.0 GHz Processor
Dual Nano SIM slots and Memory Card Slot
Face Unlock
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹5,999"
"Redmi 3S (Gold, 16 GB)",4.3,"2 GB RAM | 16 GB ROM | Expandable Upto 128 GB
12.7 cm (5 inch) HD Display
13MP Rear Camera | 5MP Front Camera
4100 mAh Li-Ion Polymer Battery
Qualcomm Snapdragon 430 64-bit Octa Core 1.4GHz Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹6,999"
"Apple iPhone 11 Pro Max (Midnight Green, 512 GB)",4.7,"512 GB ROM |
16.51 cm (6.5 inch) Super Retina XDR Display
12MP + 12MP + 12MP | 12MP Front Camera
A13 Bionic Chip Processor
Brand Warranty for 1 Year
","₹1,41,900"
"Honor 7C (Gold, 64 GB)",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
15.21 cm (5.99 inch) Display
13MP + 2MP | 8MP Front Camera
3000 mAh Battery
Qualcomm SDM450 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹14,999"
"Samsung Galaxy Note10 Lite (Aura Black, 128 GB)",4.2,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.02 cm (6.7 inch) Full HD+ Display
12MP + 12MP + 12MP | 32MP Front Camera
4500 mAh Lithium-ion Battery
Exynos 9810 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹38,999"
Lava KKT ipro,4.1,"0 GB ROM |
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
1750 mAh Battery
1 year on Handset and 6 months on accessories
","₹1,049"
"Lenovo Vibe K5 Note (Grey, 32 GB)",4.1,"4 GB RAM | 32 GB ROM | Expandable Upto 128 GB
13.97 cm (5.5 inch) Full HD Display
13MP Rear Camera | 8MP Front Camera
3500 mAh Li-Ion Polymer Battery
Mediatek Helio P10 64-bit Octa Core 1.8GHz Processor
Brand Warranty of 1 Year
","₹12,499"
