Name,Ratings,Details,Price
"Lava Iris 450 (White & Pink, 4 GB)",4.2,"512 MB RAM | 4 GB ROM | Expandable Upto 32 GB
11.43 cm (4.5 inch) FWVGA Display
5MP Rear Camera | 0.3MP Front Camera
1800 mAh Li-Ion Battery
1 Year for Mobile & 6 Months for Accessories
","₹7,999"
"Samsung Galaxy M10S (Stainless Black, 32 GB)",4.4,"3 GB RAM | 32 GB ROM |
16.26 cm (6.4 inch) Display
13MP Rear Camera
4000 mAh Battery
12 months
","₹9,100"
Lava KKT 9S,4.1,"0 GB ROM |
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
1750 mAh Battery
Brand Warranty of 2 Year Available for Mobile and 6 Months for Accessories T &C
",₹949
"Moto G7 (White, 64 GB)",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB
15.75 cm (6.2 inch) Full HD+ Display
12MP + 5MP | 8MP Front Camera
3000 mAh Battery
Qualcomm Snapdragon 632 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹8,999"
Forme Winner 1,4.4,"138 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) QVGA Display
3MP Rear Camera
1500 mAh Li-Ion Battery
1 Year Manufacturer Warranty
","₹1,000"
Micromax X749,4.2,"32 MB RAM | 32 MB ROM |
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1750 mAh Battery
1 Year Product and 6 Month Accessories
","₹1,069"
"Itel A44 Pro (Blue, 16 GB)",4.4,"2 GB RAM | 16 GB ROM |
13.84 cm (5.45 inch) Display
8MP Rear Camera
2400 mAh Battery
1 Year Manufacturer Warranty
","₹3,690"
Itel It 5611,4.7,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) QVGA Display
0.3MP Rear Camera
2500 mAh Battery
NA Processor
1 Year Manufacturer Warranty
","₹1,290"
"Honor 8X (Black, 128 GB)",4.4,"6 GB RAM | 128 GB ROM |
16.51 cm (6.5 inch) Display
20MP + 2MP | 16MP Front Camera
3750 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries and 3 months for Data/USB cable from the date of purchase
","₹12,999"
Forme S10,4,"32 MB ROM |
6.1 cm (2.4 inch) HVGA Display
1050 mAh Li-Ion Battery
",₹895
Forme Coke A1,4.2,"32 MB ROM | Expandable Upto 8 GB
3.56 cm (1.4 inch) NA Display
0.3MP Rear Camera
600 mAh Li-Ion Battery
1 Year Manufacturer Warranty
",₹999
"Asus Zenfone Max Pro M1 (Grey, 64 GB)",4.3,"6 GB RAM | 64 GB ROM | Expandable Upto 2 TB
15.21 cm (5.99 inch) Full HD+ Display
16MP + 5MP | 16MP Front Camera
5000 mAh Battery
Qualcomm Snapdragon 636 Octa Core Processor
Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories
","₹11,499"
