Name,Ratings,Details,Price
"Nokia 5 (Silver, 16 GB)",4,"2 GB RAM | 16 GB ROM | Expandable Upto 128 GB
13.21 cm (5.2 inch) HD Display
13MP Rear Camera | 8MP Front Camera
3000 mAh Battery
Qualcomm Snapdragon 430 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹9,450"
"Nokia 5 (Matte Black, 16 GB)",4,"2 GB RAM | 16 GB ROM | Expandable Upto 128 GB
13.21 cm (5.2 inch) HD Display
13MP Rear Camera | 8MP Front Camera
3000 mAh Battery
Qualcomm Snapdragon 430 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹9,450"
Ziox X93,4,"32 MB RAM | 32 MB ROM |
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
2500 mAh Battery
1 Year  Manufacturer warranty
",₹799
Micromax X749,4.2,"32 MB RAM | 32 MB ROM |
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1750 mAh Battery
1 Year Product and 6 Month Accessories
","₹1,069"
"Lenovo K6 Note (Grey/Dark Grey, 32 GB)",4,"4 GB RAM | 32 GB ROM | Expandable Upto 128 GB
13.97 cm (5.5 inch) Display
16MP Rear Camera | 8MP Front Camera
4000 mAh Battery
Octa Core 1.4GHz Processor
1 Year Lenovo India Warranty
","₹15,899"
"Samsung Galaxy A20 (Deep Blue, 32 GB)",4.3,"3 GB RAM | 32 GB ROM | Expandable Upto 512 GB
16.26 cm (6.4 inch) HD+ Display
13MP + 5MP | 8MP Front Camera
4000 mAh Lithium-ion Battery
Exynos 7884B Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹11,490"
Samsung B350,4,"32 MB RAM |
7.11 cm (2.8 inch) HVGA Display
2MP Rear Camera
1200 mAh Battery
1 Year Manufacturer Warranty
","₹3,000"
Nokia Asha 206,4.1,"32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) QVGA Display
1.3MP Rear Camera
1200 mAh Battery
1 Year for Mobile & 6 Months for Accessories
","₹3,789"
Nokia Asha 206,4.1,"32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) QVGA Display
1.3MP Rear Camera
1200 mAh Battery
1 Year for Mobile & 6 Months for Accessories
","₹4,199"
"Vivo Y83 Pro (Black, 64 GB)",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
15.8 cm (6.22 inch) HD+ Display
13MP + 2MP | 8MP Front Camera
3260 mAh Li-ion Battery
Mediatek Helio P22 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹11,999"
Grabo G100,5,"64 MB RAM | 64 MB ROM |
4.57 cm (1.8 inch) Quarter QVGA Display
0.3MP Rear Camera
1000 mAh Battery
1 Year Manufacturer Warranty for Device
",₹529
Grabo G100,5,"64 MB RAM | 64 MB ROM |
4.57 cm (1.8 inch) Quarter QVGA Display
0.3MP Rear Camera
1000 mAh Battery
1 Year Manufacturer Warranty for Device
",₹529
"Nokia 3.1 (Black, 16 GB)",4,"2 GB RAM | 16 GB ROM |
13.21 cm (5.2 inch) Display
13MP Rear Camera
2990 mAh Battery
1 Year Warranty
","₹7,999"
"LG Q6 (Black, 32 GB)",4,"3 GB RAM | 32 GB ROM | Expandable Upto 2 TB
13.97 cm (5.5 inch) Full HD+ Display
13MP Rear Camera | 5MP Front Camera
3000 mAh Li-ion Battery
Qualcomm Snapdragon 435 1.4 GHz Octacore Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹11,990"
Kechaoda K66,4,"500 MB RAM | 30 MB ROM |
3.66 cm (1.44 inch) Display
750 mAh Battery
6 Month
",₹919
"Gionee X-1 (Gold, 16 GB)",4,"2 GB RAM | 16 GB ROM | Expandable Upto 256 GB
12.7 cm (5 inch) HD Display
8MP Rear Camera | 8MP Front Camera
3000 mAh Li-polymer Battery
MT6737 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹8,299"
"Nokia 7.1 (Blue, 64 GB)",4.2,"4 GB RAM | 64 GB ROM |
14.83 cm (5.84 inch) Full HD+ Display
12MP + 5MP | 8MP Front Camera
3060 mAh Battery
Qualcomm Snapdragon 636 Processor
1 year manufacturer warranty for device and 6 months for accessories
","₹12,999"
"OPPO F5 Youth (Black, 32 GB)",4.3,"3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
15.24 cm (6 inch) Full HD+ Display
13MP Rear Camera | 16MP Front Camera
3200 mAh Battery
MT6763T Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹8,999"
"Lenovo K8 Plus (Fine Gold, 32 GB)",4.1,"4 GB RAM | 32 GB ROM | Expandable Upto 128 GB
13.21 cm (5.2 inch) Full HD Display
13MP + 5MP | 8MP Front Camera
4000 mAh Battery
MediaTek MTK Helio P25 Octa Core 2.5 GHz Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹8,240"
Micromax X421,4.1,"32 MB RAM | 32 MB ROM |
4.5 cm (1.77 inch) Display
0.3MP Rear Camera
1800 mAh Battery
1 year from brand
",₹809
"Tecno Camon i4 (Aqua Blue, 32 GB)",4.1,"2 GB RAM | 32 GB ROM | Expandable Upto 256 GB
15.75 cm (6.2 inch) HD+ Display
13MP + 8MP | 16MP Front Camera
3500 mAh Battery
Tecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.
","₹10,000"
Grabo ELUGA,4.3,"64 MB RAM | 64 MB ROM |
4.57 cm (1.8 inch) Quarter QVGA Display
0.3MP Rear Camera
1000 mAh Battery
1 Year Manufacturer Warranty for Device
",₹489
"Zen Admire Sense (champagne& gold/ champagne, 8 GB)",4.1,"1 GB RAM | 8 GB ROM | Expandable Upto 32 GB
12.7 cm (5 inch) Display
5MP Rear Camera | 5MP Front Camera
2300 mAh Battery
1 YearManufacturer Warranty
","₹4,300"
Itel It 5250,4.1,"128 MB RAM | 512 MB ROM | Expandable Upto 32 MB
6.1 cm (2.4 inch) QVGA Display
1.3MP Rear Camera | 0.3MP Front Camera
1900 mAh Battery
NA Processor
1 Year Manufacturer Warranty
","₹1,275"
