Name,Ratings,Details,Price
Kechaoda A7,4,"32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
7.11 cm (2.8 inch) QVGA Display
0.3MP Rear Camera
1000 mAh Battery
1 Year Manufacturer Warranty
","₹1,149"
"Huawei P9 (Prestige Gold, 32 GB)",4.5,"3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
13.21 cm (5.2 inch) Full HD Display
12MP + 12MP | 8MP Front Camera
3000 mAh Battery
HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit Octa Core 2.5GHz Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹39,999"
Samsung Metro 350,4.1,"32 MB ROM | Expandable Upto 16 GB
6.1 cm (2.4 inch) QVGA Display
2MP Rear Camera
1200 mAh Battery
1 Year Manufacturer Warranty
","₹3,062"
"Samsung Galaxy J7 Duo (Black, 32 GB)",4.3,"4 GB RAM | 32 GB ROM | Expandable Upto 256 GB
13.97 cm (5.5 inch) HD Display
13MP + 5MP | 8MP Front Camera
3000 mAh Battery
Exynos 7884 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹17,962"
Nokia 108 Dual SIM,4.1,"4 MB RAM | 4 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) QVGA Display
0.3MP Rear Camera
950 mAh Battery
","₹1,900"
Micromax X749,4.2,"32 MB RAM | 32 MB ROM |
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1750 mAh Battery
1 Year Product and 6 Month Accessories
","₹1,069"
Ssky S1000 Neo Combo of Two Mobiles,4,"32 MB RAM | 32 MB ROM |
7.11 cm (2.8 inch) QVGA Display
0.3MP Rear Camera
1200 mAh Battery
121 Days Replacement Warranty
","₹2,529"
"Samsung Galaxy J2 Core (Blue, 8 GB)",4.2,"1 GB RAM | 8 GB ROM | Expandable Upto 256 GB
12.7 cm (5 inch) quarter HD Display
8MP Rear Camera | 5MP Front Camera
2600 mAh Battery
Exynos 7570 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹6,190"
"Samsung Galaxy J5 (Gold, 8 GB)",4.3,"1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB
12.7 cm (5 inch) HD Display
13MP Rear Camera | 5MP Front Camera
2600 mAh Battery
Qualcomm MSM8916 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹9,999"
"Lephone W7R (Gold, 16 GB)",4.3,"2 GB RAM | 16 GB ROM |
12.7 cm (5 inch) Display
5MP Rear Camera
2000 mAh Battery
1 Year Warranty
","₹5,899"
"Karbonn K9 Smart Plus (Champagne, 8 GB)",4,"1 GB RAM | 8 GB ROM | Expandable Upto 128 GB
13.84 cm (5.45 inch) HD+ Display
5MP Rear Camera | 5MP Front Camera
2800 mAh Battery
1 Year Warranty
","₹3,499"
"Vivo Y53i (Matte Black, 16 GB)",4.2,"2 GB RAM | 16 GB ROM | Expandable Upto 256 GB
12.7 cm (5 inch) Quad HD Display
8MP Rear Camera | 5MP Front Camera
2500 mAh Li-ion Battery
Qualcomm MSM8917 Processor
Brand Warranty of 1 Year Available for Mobile
","₹7,990"
"OPPO K3 (Aurora Blue, 64 GB)",4.4,"6 GB RAM | 64 GB ROM |
16.51 cm (6.5 inch) Display
16MP Rear Camera
3765 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
","₹23,990"
"Itel A44 Power (Dark Grey, 8 GB)",4,"1 GB RAM | 8 GB ROM | Expandable Upto 32 GB
13.84 cm (5.45 inch) FWVGA Display
5MP + 0.08MP | 2MP Front Camera
4000 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.
","₹5,900"
"Mobiistar C1 Shine (Gold, 16 GB)",4.1,"2 GB RAM | 16 GB ROM | Expandable Upto 128 GB
13.46 cm (5.3 inch) Display
13MP Rear Camera
3000 mAh Battery
1  Year Manufacture Warranty
","₹6,299"
"Samsung Galaxy S10 (Prism Black, 128 GB)",4.6,"8 GB RAM | 128 GB ROM | Expandable Upto 512 GB
15.49 cm (6.1 inch) Quad HD+ Display
16MP + 12MP | 10MP Front Camera
3400 mAh Lithium-ion Battery
Exynos 9 9820 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹69,000"
"Apple iPhone 8 (Space Grey, 256 GB)",4.5,"256 GB ROM |
11.94 cm (4.7 inch) Retina HD Display
12MP Rear Camera | 7MP Front Camera
A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor
Brand Warranty of 1 Year
","₹54,999"
"Redmi Note 5 Pro (Black, 64 GB)",4.5,"4 GB RAM | 64 GB ROM | Expandable Upto 128 GB
15.21 cm (5.99 inch) Full HD+ Display
12MP + 5MP | 20MP Front Camera
4000 mAh Li Polymer Battery
Qualcomm Snapdragon 636 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹12,999"
