Name,Ratings,Details,Price
"Gionee Marathon M5 Plus (Champagne Gold, 64 GB)",4.1,"3 GB RAM | 64 GB ROM | Expandable Upto 128 GB
15.24 cm (6 inch) Full HD Display
13MP Rear Camera | 5MP Front Camera
5020 mAh Li-Ion Polymer Battery
Mediatek MT6753 Octa Core 1.3GHz Processor
Brand Warranty of 1 Year
","₹26,999"
"Vivo Y93 (Starry Black, 64 GB)",4.4,"3 GB RAM | 64 GB ROM | Expandable Upto 256 GB
15.8 cm (6.22 inch) HD+ Display
13MP + 2MP | 8MP Front Camera
4030 mAh Li-ion Battery
MediaTek Helio P22 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹14,782"
"Vivo V7 (Matte Black, 32 GB)",4.4,"4 GB RAM | 32 GB ROM | Expandable Upto 256 GB
14.48 cm (5.7 inch) HD Display
16MP Rear Camera | 24MP Front Camera
3000 mAh Li-ion Battery
Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹12,800"
"Samsung Galaxy A20 (Black, 32 GB)",4.3,"3 GB RAM | 32 GB ROM | Expandable Upto 512 GB
16.26 cm (6.4 inch) HD+ Display
13MP + 5MP | 8MP Front Camera
4000 mAh Lithium-ion Battery
Exynos 7884B Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹11,490"
blackbear i7 yellow Color Free Back cover,4.1,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) VGA Display
0.3MP Rear Camera
1450 mAh Battery
1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase
","₹1,049"
Micromax X749,4.2,"32 MB RAM | 32 MB ROM |
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1750 mAh Battery
1 Year Product and 6 Month Accessories
","₹1,069"
"Tecno Camon I Sky 2 (Midnight Black, 16 GB)",4.1,"2 GB RAM | 16 GB ROM |
13.97 cm (5.5 inch) HD+ Display
13MP + 2MP | 13MP Front Camera
3050 mAh Battery
1 Year Warranty
","₹5,399"
"Micromax Canvas Xl2 (Black, 4 GB)",4.3,"1 GB RAM | 4 GB ROM | Expandable Upto 8 GB
13.97 cm (5.5 inch) HVGA Display
5MP Rear Camera | 0.3MP Front Camera
2500 mAh Battery
Quad Core Processor
1 Year Manufacturer Warranty
","₹10,999"
"Panasonic P91 (Blue, 16 GB)",4,"1 GB RAM | 16 GB ROM | Expandable Upto 64 GB
12.7 cm (5 inch) FWVGA Display
8MP Rear Camera | 5MP Front Camera
2500 mAh Lithium ion Battery
MT6737M Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹7,990"
Nuvo Flash Echo,4.1,"1 MB RAM | 1 MB ROM | Expandable Upto 16 GB
6.1 cm (2.4 inch) QVGA Display
1.3MP Rear Camera
1000 mAh Battery
1 Year Manufacturer Warranty
",₹749
InFocus Hero Power B1,4,"24 MB RAM | 24 MB ROM |
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
3000 mAh Battery
1 Year Warranty
","₹1,499"
"Honor Holly 4 (Grey, 32 GB)",4,"3 GB RAM | 32 GB ROM |
12.7 cm (5 inch) HD Display
13MP Rear Camera | 5MP Front Camera
3020 mAh Battery
4*Cortex-A53 1.4GHz + 4*Cortex-A53 1.1GHz Android 7.0 + EMUI 5.1 Processor
12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable
","₹7,999"
"Samsung Galaxy A7 (Black, 64 GB)",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB
15.24 cm (6 inch) Full HD+ Display
24MP + 5MP + 8MP | 24MP Front Camera
3300 mAh Lithium-ion Battery
Samsung Exynos Octa Core Processor (2.2 GHz) Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹16,990"
Ziox Starz Bolt,4.4,"128 MB RAM |
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
800 mAh Battery
1 Year Manufacturer Warranty
",₹729
"Samsung Galaxy J6 (Black, 32 GB)",4.4,"3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
14.22 cm (5.6 inch) HD+ Display
13MP Rear Camera | 8MP Front Camera
3000 mAh Battery
Exynos 7870 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹10,499"
"Lava Z61 (Black, 16 GB)",4.1,"1 GB RAM | 16 GB ROM | Expandable Upto 32 GB
13.84 cm (5.45 inch) HD+ Display
8MP Rear Camera | 5MP Front Camera
3000 mAh Battery
1.5 GHz Quad core processor Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹5,100"
"Nokia 5 (Tempered Blue, 16 GB)",4,"2 GB RAM | 16 GB ROM | Expandable Upto 128 GB
13.21 cm (5.2 inch) HD Display
13MP Rear Camera | 8MP Front Camera
3000 mAh Battery
Qualcomm Snapdragon 430 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹11,990"
"LG W30 (Aurora Green, 32 GB)",4,"3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
15.9 cm (6.26 inch) HD+ Display
12MP + 13MP | 16MP Front Camera
4000 mAh Battery
Helio P22 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹9,499"
Ziox Thunder Power,4,"512 MB RAM | 512 MB ROM |
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
3000 mAh Battery
1 Year for Handset, 6 Months Warranty for Box Accessories
","₹1,499"
MTR Banana,4.3,"64 MB RAM | 64 MB ROM |
4.5 cm (1.77 inch) Display
0.07MP Rear Camera
800 mAh Battery
1 Year Warranty
",₹599
"Infinix S5 (Quetzal Cyan, 64 GB)",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.76 cm (6.6 inch) HD+ Display
16MP + 5MP + 2MP + Low Light Sensor | 32MP Front Camera
4000 mAh Li-ion Polymer Battery
Helio P22 (MTK6762) Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹8,999"
"Infinix S5 (Violet, 64 GB)",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.76 cm (6.6 inch) HD+ Display
16MP + 5MP + 2MP + Low Light Sensor | 32MP Front Camera
4000 mAh Li-ion Polymer Battery
Helio P22 (MTK6762) Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
","₹8,999"
"Gionee F205 Pro (Blue, 16 GB)",4.1,"2 GB RAM | 16 GB ROM | Expandable Upto 256 GB
13.84 cm (5.45 inch) HD+ Display
13MP Rear Camera | 5MP Front Camera
3000 mAh Li-ion Polymer Battery
MT6739WW 64-bit Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
","₹5,499"
